Mini Fabrica;Codigo Item;Descricao Item;Tipo Unidade;Codigo Cor;Descricao Cor;Tam;Deve (Abast);Necessidade (Min 1m);Saldo em Casa;Coberto Estimado;Falta Estimada;Cobertura (%);Origem do Saldo
Mini Fabrica - 26;187451;NYLON KANSAS(ACT O/I22)+ESPUMA;;106860;AVELA 1248/BR;;-1,632;1,632;17,0;1,632;0,0;100,0;nacional
Mini Fabrica - 26;196437;NAPA ONCA GRECIA PU 0.9 (B P/V 24;;96662;MULTI CAMEL;;-23,1371;23,1371;19,0;19,0;4,1371;82,11919384884018;nacional
Mini Fabrica - 26;200476;NAPA TRESSE TORONTO PU 0.9 (B P;;15758;PRETO 01/PRET;;-3,8852;3,8852;19,9;3,8852;0,0;100,0;nacional
Mini Fabrica - 26;202378;NAPA ESSELENCE PU 0.9+SARJA 70;;35738;BRANCO OFF;;-4,08;4,08;20,0;4,08;0,0;100,0;nacional
Mini Fabrica - 30;25567;AVESSO VELUR;;3;PRETO;;-13,87;13,87;32,0;13,87;0,0;100,0;substituto
Mini Fabrica - 30;25567;AVESSO VELUR;;23041;CARAMELO 310;;-19,3067;19,3067;40,0;19,3067;0,0;100,0;substituto
Mini Fabrica - 30;25567;AVESSO VELUR;;35313;CREME 516;;-30,1994;30,1994;94,0;30,1994;0,0;100,0;substituto
Mini Fabrica - 30;64664;FORRO FACHETE PVC 0.8 (B O/I 2015);;15745;PRETO 01;;-43,4636;43,4636;21,0;21,0;22,4636;48,31629225374797;nacional
Mini Fabrica - 30;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;83517;CREME 985;;-5,39172;5,39172;312,0;5,39172;0,0;100,0;substituto
Mini Fabrica - 30;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-12,46622;12,46622;26,0;12,46622;0,0;100,0;nacional
Mini Fabrica - 30;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BAS;;107768;TERRACOTA;;-0,9832;1,0;8,0;1,0;0,0;100,0;nacional
Mini Fabrica - 30;74934;NAPA TURIM PU 1.0 + POLINYLON 11H;;100874;CAMEL 1165/B;;-2,6576;2,6576;9,0;2,6576;0,0;100,0;nacional
Mini Fabrica - 30;94157;NAPA TURIM PU 1.0+VELVET;;95701;CAMEL 1165/CR;;-12,2402;12,2402;16,7;12,2402;0,0;100,0;nacional
Mini Fabrica - 30;94157;NAPA TURIM PU 1.0+VELVET;;107770;OLIVE 1469/CR;;-6,8448;6,8448;30,7;6,8448;0,0;100,0;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;15745;PRETO 01;;-10,06426;10,06426;47,0;10,06426;0,0;100,0;substituto
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-4,92634;4,92634;25,0;4,92634;0,0;100,0;nacional
Mini Fabrica - 30;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107613;TERRACOTA;;-0,42692;1,0;67,0;1,0;0,0;100,0;nacional
Mini Fabrica - 30;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TE;;106143;OSTRA 1431/C;;-4,786;4,786;30,0;4,786;0,0;100,0;nacional
Mini Fabrica - 30;193246;NAPA TURIM CROCO MILAO PU 1.0 (;;95810;CAMEL 1165/CR;;-3,4704;3,4704;10,5;3,4704;0,0;100,0;nacional
Mini Fabrica - 30;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V;;95373;CAMEL 1165;;-10,89;10,89;35,0;10,89;0,0;100,0;nacional
Mini Fabrica - 30;195460;NAPA TRAME GRECIA PU 0.9 (B P/V 2;;15787;PRETO 01/PRET;;-2,5526;2,5526;20,2;2,5526;0,0;100,0;nacional
Mini Fabrica - 30;197406;NAPA ONCA GRECIA PU 0.9 (B P/V 24;;96673;MULTI CAMEL;;-6,1888;6,1888;24,8;6,1888;0,0;100,0;nacional
Mini Fabrica - 30;200353;NAPA TRESSE TORONTO PU 0.9 (B P;;35312;BRANCO OFF;;-7,666;7,666;1,5;1,5;6,166;19,566918862509784;nacional
Mini Fabrica - 38;25567;AVESSO VELUR;;3;PRETO;;-13,4112;13,4112;32,0;13,4112;0,0;100,0;substituto
Mini Fabrica - 38;25567;AVESSO VELUR;;23041;CARAMELO 310;;-10,9948;10,9948;40,0;10,9948;0,0;100,0;substituto
Mini Fabrica - 38;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-2,232;2,232;405,7;2,232;0,0;100,0;substituto
Mini Fabrica - 38;58623;FORRO MILANO PU 0.7(B O/I 2014)+FIL;;15745;PRETO 01;;-10,7696;10,7696;24,0;10,7696;0,0;100,0;nacional
Mini Fabrica - 38;58623;FORRO MILANO PU 0.7(B O/I 2014)+FIL;;29452;BEGE 435;;-25,5936;25,5936;25,0;25,0;0,5935999999999986;97,68067016754189;nacional
Mini Fabrica - 38;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-0,4788;1,0;26,0;1,0;0,0;100,0;nacional
Mini Fabrica - 38;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2;;15745;PRETO 01;;-13,344;13,344;120,0;13,344;0,0;100,0;substituto
Mini Fabrica - 38;149266;CAMURCA STRECH DUO ( V 22/23)-I;;15745;PRETO 01;;-457,6272;457,6272;593,0;457,6272;0,0;100,0;nacional
Mini Fabrica - 38;149266;CAMURCA STRECH DUO ( V 22/23)-I;;107509;CAMEL 1470;;-210,5206;210,5206;278,0;210,5206;0,0;100,0;substituto
Mini Fabrica - 38;149602;CAMURCA STRECH DUO + VELVET (;;15787;PRETO 01/PRET;;-34,4648;34,4648;42,7;34,4648;0,0;100,0;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-5,7195;5,7195;25,0;5,7195;0,0;100,0;nacional
Mini Fabrica - 38;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-3,98106;3,98106;41,0;3,98106;0,0;100,0;nacional
Mini Fabrica - 40;23124;TERMOPONTO P345/11 - 120;;3;PRETO;;-7,5856;7,5856;113,0;7,5856;0,0;100,0;nacional
Mini Fabrica - 40;25567;AVESSO VELUR;;3;PRETO;;-0,1716;1,0;32,0;1,0;0,0;100,0;substituto
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-5,6028;5,6028;405,7;5,6028;0,0;100,0;substituto
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF;;-5,77;5,77;26,0;5,77;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-16,324;16,324;60,0;16,324;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE;;-12,7556;12,7556;50,0;12,7556;0,0;100,0;nacional
Mini Fabrica - 40;56577;FORRO MILANO PU 0.7(B O/I 2014);;107610;OLIVE 1469;;-0,8592;1,0;46,0;1,0;0,0;100,0;nacional
Mini Fabrica - 40;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BAS;;101646;CHOCOLATE;;-14,6428;14,6428;72,4;14,6428;0,0;100,0;nacional
Mini Fabrica - 40;76853;METAL GLAMOUR PU 0.9 (V P/V 16/17);;41;PRATA;;-4,296;4,296;90,0;4,296;0,0;100,0;substituto
Mini Fabrica - 40;94157;NAPA TURIM PU 1.0+VELVET;;15787;PRETO 01/PRET;;-49,1848;49,1848;163,6;49,1848;0,0;100,0;nacional
Mini Fabrica - 40;168873;NAPA CALF PU 0.9 ( P/V 24/25);;15745;PRETO 01;;-13,95224;13,95224;239,0;13,95224;0,0;100,0;substituto
Mini Fabrica - 40;168873;NAPA CALF PU 0.9 ( P/V 24/25);;35312;BRANCO OFF;;-13,88808;13,88808;156,0;13,88808;0,0;100,0;substituto
Mini Fabrica - 40;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107610;OLIVE 1469;;-12,5636;12,5636;41,0;12,5636;0,0;100,0;nacional
Mini Fabrica - 40;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107613;TERRACOTA;;-3,4925;3,4925;67,0;3,4925;0,0;100,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TE;;15758;PRETO 01/PRET;;-1,9212;1,9212;4,0;1,9212;0,0;100,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TE;;101646;CHOCOLATE;;-3,7696;3,7696;4,0;3,7696;0,0;100,0;nacional
Mini Fabrica - 40;184017;NAPA GARDA PU 1.0 (V P/V 24/25)+TE;;107769;TERRACOTA;;-22,6624;22,6624;21,0;21,0;1,6624000000000017;92,66450155323355;nacional
Mini Fabrica - 40;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;23146;OURO ROSADO;;-19,66;19,66;83,0;19,66;0,0;100,0;substituto
Mini Fabrica - 40;196770;NAPA ONCA GRECIA PU 0.9 (B P/V 24;;96942;MULTI CAMEL;;-0,648;1,0;42,0;1,0;0,0;100,0;nacional
Mini Fabrica - 43;73034;NAPA TURIM PU 1.0 (B P/V 15/16)+BAS;;105719;OSTRA 1431/B;;-4,539;4,539;21,3;4,539;0,0;100,0;nacional
Mini Fabrica - 43;74934;NAPA TURIM PU 1.0 + POLINYLON 11H;;101878;CHOCOLATE;;-9,99;9,99;19,0;9,99;0,0;100,0;nacional
Mini Fabrica - 43;94157;NAPA TURIM PU 1.0+VELVET;;95701;CAMEL 1165/CR;;-6,3126;6,3126;16,7;6,3126;0,0;100,0;nacional
Mini Fabrica - 50;47527;FORRO FIORI (V P/V 12/13);;26926;CAMEL 408;;-29,1335;29,1335;50,0;29,1335;0,0;100,0;substituto
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;15745;PRETO 01;;-26,89925;26,89925;53,0;26,89925;0,0;100,0;substituto
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;29452;BEGE 435;;-0,1042;1,0;18,0;1,0;0,0;100,0;substituto
Mini Fabrica - 50;56427;PELICA PU 1.0 (V O/I 2014);;83508;CAFE 987;;-14,39;14,39;31,0;14,39;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;50;NATURAL;;-4,55559;4,55559;405,7;4,55559;0,0;100,0;substituto
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;29452;BEGE 435;;-48,7297;48,7297;300,0;48,7297;0,0;100,0;substituto
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;35312;BRANCO OFF;;-12,7755;12,7755;26,0;12,7755;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;72374;CAFE 856;;-1,0918;1,0918;134,0;1,0918;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;83508;CAFE 987;;-3,1506;3,1506;16,0;3,1506;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;95373;CAMEL 1165;;-27,529;27,529;60,0;27,529;0,0;100,0;nacional
Mini Fabrica - 50;56577;FORRO MILANO PU 0.7(B O/I 2014);;101321;CHOCOLATE;;-14,3556;14,3556;50,0;14,3556;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;29452;BEGE 435;;-9,6434;9,6434;25,0;9,6434;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;83508;CAFE 987;;-0,0104;1,0;19,0;1,0;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;89673;TAN 1080;;-3,40191;3,40191;65,0;3,40191;0,0;100,0;nacional
Mini Fabrica - 50;67244;NAPA TURIM PU 1.0 (B P/V 15/16);;107610;OLIVE 1469;;-19,90082;19,90082;26,0;19,90082;0,0;100,0;nacional
Mini Fabrica - 50;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2;;52531;NUDE 658;;-2,9865;2,9865;37,5;2,9865;0,0;100,0;nacional
Mini Fabrica - 50;108850;NAPA PELE STRECH PU 1.0 (MD O/I 2;;89673;TAN 1080;;-4,7837;4,7837;5,0;4,7837;0,0;100,0;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (M;;15745;PRETO 01;;-141,73403;141,73403;232,0;141,73403;0,0;100,0;substituto
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (M;;35312;BRANCO OFF;;-131,79511;131,79511;24,0;24,0;107,79511;18,21008381873956;nacional
Mini Fabrica - 50;128938;NAPA FLOATHER NATURE PU 1.0 (M;;83517;CREME 985;;-27,149;27,149;40,0;27,149;0,0;100,0;substituto
Mini Fabrica - 50;135523;NAPA GENEBRA PU 1.2 (B O/I 2020) -;;15745;PRETO 01;;-7,0698;7,0698;40,0;7,0698;0,0;100,0;nacional
Mini Fabrica - 50;143717;METALIZADO LONDON PU 0.9;;66;DOURADO;;-2,2793;2,2793;20,8;2,2793;0,0;100,0;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;15745;PRETO 01;;-82,3039;82,3039;239,0;82,3039;0,0;100,0;substituto
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;35312;BRANCO OFF;;-111,4143;111,4143;156,0;111,4143;0,0;100,0;substituto
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;101321;CHOCOLATE;;-28,4104;28,4104;23,0;23,0;5,410399999999999;80,95626953509982;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;102051;AREIA 1286;;-19,0171;19,0171;188,0;19,0171;0,0;100,0;substituto
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;107610;OLIVE 1469;;-25,656;25,656;10,0;10,0;15,655999999999999;38,97723729342065;nacional
Mini Fabrica - 50;168873;NAPA CALF PU 0.9 ( P/V 24/25);;107613;TERRACOTA;;-28,4854;28,4854;80,0;28,4854;0,0;100,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;15745;PRETO 01;;-4,7906;4,7906;47,0;4,7906;0,0;100,0;substituto
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;95373;CAMEL 1165;;-12,6153;12,6153;25,0;12,6153;0,0;100,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;103102;CHERRY 1335;;-1,334;1,334;100,0;1,334;0,0;100,0;nacional
Mini Fabrica - 50;183344;NAPA GARDA PU 1.0 (V P/V 24/25);;107611;SOLARE 1468;;-3,2366;3,2366;51,0;3,2366;0,0;100,0;nacional
Mini Fabrica - 50;186388;NAPA FLOATHER VENEZIA PU 0.9 (M;;104177;ROSA 1400;;-0,8784;1,0;36,0;1,0;0,0;100,0;nacional
Mini Fabrica - 50;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;23146;OURO ROSADO;;-24,33096;24,33096;83,0;24,33096;0,0;100,0;substituto
Mini Fabrica - 50;192801;BRILHO ITALIA PU 0.9 (P/V 25/26);;104337;BRONZE 1402;;-15,6547;15,6547;96,0;15,6547;0,0;100,0;nacional
Mini Fabrica - 50;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V;;15745;PRETO 01;;-22,4496;22,4496;18,0;18,0;4,4496;80,17960230917255;nacional
Mini Fabrica - 50;195432;NAPA LEZARD GRECIA PU 0.9 (B P/V;;95373;CAMEL 1165;;-4,0752;4,0752;35,0;4,0752;0,0;100,0;nacional
Mini Fabrica - 50;196770;NAPA ONCA GRECIA PU 0.9 (B P/V 24;;96942;MULTI CAMEL;;-5,6356;5,6356;42,0;5,6356;0,0;100,0;nacional
Mini Fabrica - 50;197082;NAPA LEZARD EVORA PU 1.0 (MD O/;;35312;BRANCO OFF;;-5,16;5,16;15,0;5,16;0,0;100,0;nacional
Mini Fabrica - 68;58623;FORRO MILANO PU 0.7(B O/I 2014)+FIL;;29452;BEGE 435;;-0,12;1,0;25,0;1,0;0,0;100,0;nacional
Mini Fabrica - 68;172897;NAPA GENEBRA PU 1.2+TECIDO LEC;;15758;PRETO 01/PRET;;-1,654;1,654;140,0;1,654;0,0;100,0;nacional
Mini Fabrica - 68;172897;NAPA GENEBRA PU 1.2+TECIDO LEC;;107428;BURGUNDY 14;;-6,76;6,76;12,4;6,76;0,0;100,0;nacional
Mini Fabrica - 68;196814;NAPA BERLIM CROCO MILAO PU 1.2;;15758;PRETO 01/PRET;;-13,5204;13,5204;25,0;13,5204;0,0;100,0;nacional
